id,transcript,emo,v,a,d,n
MSP-IMPROV-S06A-F02-S-MF01,"Oh yeah, I'm so sorry II can't go..",N,2.4,3.6,3.2,3.8
MSP-IMPROV-S06A-F02-S-MF02,"I gotta Lotta work to do, I just I really couldn't help it?.",N,2.2,3.2,3.4,3.8
MSP-IMPROV-S06A-F02-S-MF03,"Oh my goodness, I can't go..",S,2.0,3.4,2.6,2.6
MSP-IMPROV-S06A-F02-S-MF04,I'm so sorry but a lot of work came up and I just can't do it..,S,1.777778,4.0,2.111111,1.888889
MSP-IMPROV-S06A-F03-P-FM01,OK..It has all been scheduled since Wednesday..,N,2.8,4.4,2.8,2.6
MSP-IMPROV-S06A-F03-P-FM02,The rain..,H,4.5,3.333333,3.833333,4.666667
MSP-IMPROV-S06A-F03-P-MF01,I'll be person today and I will cry mother f***** I will cry..We don't need a script to be entertaining were pretty funny..,X,4.0,2.8,4.2,4.2
MSP-IMPROV-S06A-F03-P-MF02,Don't forget to be angry..,N,3.0,4.2,2.4,3.4
MSP-IMPROV-S06A-F03-P-MF03,a.,H,4.0,3.2,3.6,4.2
MSP-IMPROV-S06A-F03-P-MF04,"OK, that's good, I'm not going at all, so I'm not going..",A,2.4,3.4,3.6,4.2
MSP-IMPROV-S06A-F03-P-MF05,Be careful..,A,2.166667,3.0,4.0,3.833333
MSP-IMPROV-S06A-F03-P-MF06,Give me the ring ring like that..,H,4.5,3.5,3.666667,3.5
MSP-IMPROV-S06A-F03-S-FM01,"Hey, where are you?.",A,2.8,3.2,3.6,3.6
MSP-IMPROV-S06A-F03-S-FM02,We were supposed to meet half an hour ago..,A,2.0,2.833333,3.5,3.666667
MSP-IMPROV-S06A-F03-S-FM03,For the show..,N,2.666667,4.166667,3.5,3.5
MSP-IMPROV-S06A-F03-S-FM04,You can't make it..,A,1.8,2.8,3.4,3.0
MSP-IMPROV-S06A-F03-S-MF01,Oh hello how are you?.,N,2.8,4.2,2.6,4.2
MSP-IMPROV-S06A-F03-S-MF02,What Alan What do you talking about?.,N,3.2,3.4,3.0,3.8
MSP-IMPROV-S06A-F03-S-MF03,30 minutes for..,N,3.0,3.4,3.2,4.0
MSP-IMPROV-S06A-F03-S-MF04,"Oh, the concert I'm so sorry I totally forgot..",S,2.2,3.2,3.0,3.6
MSP-IMPROV-S06A-F03-S-MF05,"Really, I mean, I know I know, but I just something came up and I'm I forgot..",N,2.6,3.4,3.0,4.6
MSP-IMPROV-S06A-F03-S-MF06,Hello..,N,2.6,3.6,2.2,3.0
MSP-IMPROV-S06A-F03-S-MF07,"Well, what do you mean? What do you mean where am I?.",X,2.2,3.8,2.6,4.0
MSP-IMPROV-S06A-F03-S-MF08,I'm so where we going..,O,2.6,2.8,3.8,4.0
MSP-IMPROV-S06A-F03-S-MF09,Show all the concert..,O,2.8,3.2,3.4,3.4
MSP-IMPROV-S06A-F03-S-MF10,I am so sorry I totally forgot something came up..,S,2.0,2.4,3.4,4.2
MSP-IMPROV-S06A-F04-P-FM01,he is i.,H,4.0,4.4,3.0,4.4
MSP-IMPROV-S06A-F04-P-FM02,if you late.,N,3.428571,4.428571,3.571429,4.857143
MSP-IMPROV-S06A-F04-P-FM03,as alternating.,N,3.0,4.2,2.8,3.4
MSP-IMPROV-S06A-F04-P-FM04,My own words..,H,4.0,3.166667,3.0,4.666667
MSP-IMPROV-S06A-F04-P-FM05,All the schedule since Wednesday..,H,4.125,3.375,3.625,3.625
MSP-IMPROV-S06A-F04-P-FM06,Alvin..,H,4.8,3.2,3.6,3.4
MSP-IMPROV-S06A-F04-P-MF01,a.,H,4.8,2.8,3.8,4.2
MSP-IMPROV-S06A-F04-P-MF02,Hey when I can't go through my favourite friend..,H,3.4,3.4,3.2,2.6
MSP-IMPROV-S06A-F04-S-FM01,We planned..,N,2.6,4.0,3.2,4.2
MSP-IMPROV-S06A-F04-S-FM02,You wait till 30 minutes after the show has started to tell me this isn't scheduled since Wednesday..,A,1.857143,3.0,3.428571,4.142857
MSP-IMPROV-S06A-F04-S-FM03,You with the last minute to tell me about this..,A,2.0,2.6,3.6,3.8
MSP-IMPROV-S06A-F04-S-FM04,I know you tell me..,A,2.2,2.8,4.2,4.4
MSP-IMPROV-S06A-F04-S-MF01,"So I'm really sorry, but something has came up last minute. I'm not gonna be able to go..",S,2.2,3.6,2.6,3.4
MSP-IMPROV-S06A-F04-S-MF02,So I'm kind of sorry but I actually have something to do today and I can't go to the concert. I hope you don't..,X,2.2,4.4,2.4,3.0
MSP-IMPROV-S06A-F04-S-MF03,So I'm I'm really sorry. I hope you don't mind. But I'm not gonna be able to go to the concert. I hope it's not a big deal..,S,2.4,4.0,2.4,3.4
MSP-IMPROV-S06A-F05-P-FM01,And then.,N,3.0,4.2,3.4,4.2
MSP-IMPROV-S06A-F05-P-FM02,"OK, it's has all been scheduled since Wednesday at all..",H,3.8,2.8,3.4,2.6
MSP-IMPROV-S06A-F05-P-FM03,Are you ready?.,N,3.0,3.8,3.0,4.4
MSP-IMPROV-S06A-F05-P-FM04,Schedule..,X,2.333333,4.5,1.833333,4.0
MSP-IMPROV-S06A-F05-P-MF01,all.,H,3.833333,4.0,2.833333,3.5
MSP-IMPROV-S06A-F05-S-FM01,Your late..,A,1.857143,2.571429,3.857143,4.285714
MSP-IMPROV-S06A-F05-S-FM02,You can't go..,A,2.2,2.4,3.8,4.4
MSP-IMPROV-S06A-F05-S-FM03,Your my ride are you said you were going with me..,A,1.857143,2.142857,3.285714,3.0
MSP-IMPROV-S06A-F05-S-MF01,I have to pick up Jack in the hospital..,A,2.0,1.6,4.0,3.0
MSP-IMPROV-S06A-F05-S-MF02,"Well, I had to do this instead..",A,1.6,3.0,3.6,4.4
MSP-IMPROV-S06A-F05-S-MF03,I'm gonna be late because Jackie is in the Psych Ward again and I have to pick her up..,A,2.0,2.6,4.2,3.8
MSP-IMPROV-S06A-F05-S-MF04,Because I'm never made that hates are the least..,X,2.8,2.6,3.2,2.4
MSP-IMPROV-S06A-M01-P-FM01,Sorry change of plans I got something to do now..,N,2.666667,3.666667,2.0,2.833333
MSP-IMPROV-S06A-M01-P-FM02,Sorry was urgent..,N,2.8,4.4,2.6,3.2
MSP-IMPROV-S06A-M01-P-MF01,Schedule Wednesday..,N,2.6,4.4,2.6,3.0
MSP-IMPROV-S06A-M01-P-MF02,Scheduled since Wednesday..,N,2.333333,4.0,3.5,2.333333
MSP-IMPROV-S06A-M01-P-MF03,Where are you should be here?.,A,2.2,3.6,3.4,3.0
MSP-IMPROV-S06A-M01-P-MF04,"Yes, today is all been scheduled since Wednesday..",A,1.8,2.6,3.8,2.6
MSP-IMPROV-S06A-M01-S-FM01,"Oh, sorry change of plans I can't go..",N,3.8,2.4,3.8,4.2
MSP-IMPROV-S06A-M01-S-FM02,It's urgent I'll tell you bout it later..,N,2.8,4.4,2.8,2.4
MSP-IMPROV-S06A-M01-S-MF01,Hey were you supposed to be here by now..,A,2.166667,3.333333,3.333333,2.833333
MSP-IMPROV-S06A-M01-S-MF02,The concert..,A,2.4,3.4,3.0,3.6
MSP-IMPROV-S06A-M01-S-MF03,"Yes, it's today..",A,2.2,3.0,3.6,4.6
MSP-IMPROV-S06A-M01-S-MF04,Unbelievable..,A,2.0,3.4,3.4,3.4
MSP-IMPROV-S06A-M02-P-MF01,Did I mess something up?.,N,2.666667,4.333333,2.166667,4.5
MSP-IMPROV-S06A-M02-S-FM01,Oh. Sorry I can't go today..,X,2.666667,4.333333,2.5,3.333333
MSP-IMPROV-S06A-M02-S-FM02,I'm responsible..,N,3.0,4.0,3.2,4.0
MSP-IMPROV-S06A-M02-S-FM03,"Oh, I'm I'm not be able to make it today. Sorry..",N,3.0,4.6,3.2,3.4
MSP-IMPROV-S06A-M02-S-FM04,Sorry I got a bit..,N,2.8,4.4,3.2,4.4
MSP-IMPROV-S06A-M02-S-FM05,"No, I'm not gonna be able to make it tonight I'm sorry..",S,3.4,3.2,3.4,3.8
MSP-IMPROV-S06A-M02-S-FM06,Oh. Sorry I don't think I'm gonna be able to make it..,N,2.6,4.4,3.4,3.8
MSP-IMPROV-S06A-M02-S-FM07,Sorry family..,S,2.166667,4.666667,1.5,3.5
MSP-IMPROV-S06A-M02-S-MF01,"Hey, where are you?.",A,2.4,3.4,3.6,3.8
MSP-IMPROV-S06A-M02-S-MF02,You can't go this is all been scheduled since Wednesday..,A,2.0,2.833333,3.166667,3.0
MSP-IMPROV-S06A-M02-S-MF03,"Yeah, well..",X,2.2,4.0,3.6,3.8
MSP-IMPROV-S06A-M02-S-MF04,"Hey, where are you?.",N,2.6,3.4,3.6,2.4
MSP-IMPROV-S06A-M02-S-MF05,You can go why didn't you tell me before..,A,1.6,3.4,4.0,4.4
MSP-IMPROV-S06A-M03-P-FM01,Angry..,N,2.8,3.6,2.8,3.4
MSP-IMPROV-S06A-M03-P-FM02,on the.,N,2.8,4.6,2.4,3.8
MSP-IMPROV-S06A-M03-P-MF01,I'm so pathetic..,N,2.4,4.2,3.6,4.2
MSP-IMPROV-S06A-M03-P-MF02,he.,H,1.8,3.0,3.0,4.0
MSP-IMPROV-S06A-M03-P-MF03,on.,N,3.0,4.0,2.4,3.6
MSP-IMPROV-S06A-M03-P-MF04,and how it agitates.,N,3.333333,3.666667,3.0,4.666667
MSP-IMPROV-S06A-M03-P-MF05,on.,H,4.2,3.6,3.6,4.6
MSP-IMPROV-S06A-M03-P-MF06,Remind me..,N,2.8,4.8,2.4,3.4
MSP-IMPROV-S06A-M03-P-MF07,or a like it but he.,X,3.4,4.0,3.6,4.8
MSP-IMPROV-S06A-M03-S-FM01,"Hey, what's up?.",N,3.0,3.8,3.2,4.4
MSP-IMPROV-S06A-M03-S-FM02,What do you mean?.,N,2.75,4.25,2.625,4.25
MSP-IMPROV-S06A-M03-S-FM03,"Wait, for what?.",N,3.0,3.4,3.0,4.0
MSP-IMPROV-S06A-M03-S-FM04,"So I'm sorry I can't make it, I just something came up I'm fine..",N,3.0,3.666667,3.166667,3.666667
MSP-IMPROV-S06A-M03-S-FM05,"Yeah, I know I just I had help out a friend I'm..",X,2.4,3.4,2.6,4.2
MSP-IMPROV-S06A-M03-S-MF01,Where are you?.,N,3.0,3.0,3.4,4.0
MSP-IMPROV-S06A-M03-S-MF02,I'm at work nap and got 30 minutes already..,A,2.6,3.6,3.2,3.8
MSP-IMPROV-S06A-M03-S-MF03,The South..,N,3.4,3.6,3.2,3.2
MSP-IMPROV-S06A-M03-S-MF04,"I told you about to come on, we had all planned out..",N,2.8,3.0,3.8,4.2
MSP-IMPROV-S06A-M03-S-MF05,It's all but if it's all been scheduled since Wednesday..,N,2.6,3.4,3.4,3.6
MSP-IMPROV-S06A-M03-S-MF06,Where are you?.,A,2.25,3.375,3.625,4.25
MSP-IMPROV-S06A-M03-S-MF07,"You like come on, we gotta go..",A,2.428571,2.571429,4.0,3.714286
MSP-IMPROV-S06A-M03-S-MF08,That is so..,H,3.8,2.8,4.2,4.0
MSP-IMPROV-S06A-M03-S-MF09,I told you were leaving 30 minutes ago..,A,2.2,3.4,4.0,4.0
MSP-IMPROV-S06A-M04-P-FM01,about.,N,3.333333,4.166667,2.5,3.5
MSP-IMPROV-S06A-M04-P-FM02,"OK, you win..",N,2.6,4.6,2.6,3.8
MSP-IMPROV-S06A-M04-P-FM03,no i could .,N,3.0,4.0,3.0,3.833333
MSP-IMPROV-S06A-M04-P-FM04,he.,H,4.0,3.8,3.4,4.0
MSP-IMPROV-S06A-M04-P-FM05,one.,N,2.4,3.2,3.0,5.0
MSP-IMPROV-S06A-M04-P-MF01,It has all been planning it is all the schedule since Wednesday..Resolving schedule since Wednesday..,N,3.0,2.6,3.0,3.8
MSP-IMPROV-S06A-M04-P-MF02,This is my favourite plant..,A,2.8,2.2,4.0,2.4
MSP-IMPROV-S06A-M04-P-MF03,I my favourite plans..,H,4.0,3.875,3.0,3.75
MSP-IMPROV-S06A-M04-S-FM01,sorry but the i can't go to the concert any more night i know that it was a big field to you but have got some things that i came up.,N,2.2,4.0,3.6,3.4
MSP-IMPROV-S06A-M04-S-FM02,then i know you really wanted to go to this concert to night and i know i said i would go with you but i have some things that came out i just can't go any more.,N,2.6,3.6,3.0,4.0
MSP-IMPROV-S06A-M04-S-FM03,"Look, I know I promise to go to this concert with you and I know it's a big deal to you. But I'm I've had some things come up that I just can't go anymore. I'm really sorry..",X,2.5,3.833333,2.5,2.833333
MSP-IMPROV-S06A-M04-S-MF01,of the.,N,3.0,5.0,2.4,4.0
MSP-IMPROV-S06A-M04-S-MF02,You can't go we've been planning this since last week..,A,1.666667,1.833333,4.166667,3.5
MSP-IMPROV-S06A-M04-S-MF03,You can't go of course I mind..,A,1.8,2.6,2.8,2.4
MSP-IMPROV-S06A-M04-S-MF04,not a big deal course of a big deal this is my favorite band.,A,1.6,2.4,4.2,3.0
MSP-IMPROV-S06A-M05-P-MF01,It is all the scheduled since Wednesday is on schedule..OK be bop Boo Boo Boo..,H,3.8,3.2,3.2,4.2
MSP-IMPROV-S06A-M05-P-MF02,Scheduled since Wednesday..,H,3.833333,3.166667,3.166667,2.5
MSP-IMPROV-S06A-M05-S-FM01,Oh. Sorry I just totally found this thing I can't really go anymore..,X,2.5,4.5,2.666667,3.833333
MSP-IMPROV-S06A-M05-S-FM02,Yeah..I just have to stay up yesterday my parents about it..,N,2.6,4.2,3.0,4.2
MSP-IMPROV-S06A-M05-S-FM03,very.,H,3.6,4.6,3.2,3.6
MSP-IMPROV-S06A-M05-S-MF01,"Hey, where are you?.",A,2.6,2.4,3.8,4.0
MSP-IMPROV-S06A-M05-S-MF02,What do you mean cracker Jack in the hospital we have a concert tonight?.,A,2.166667,2.833333,3.833333,3.0
MSP-IMPROV-S06A-M05-S-MF03,my son has ever read.,X,2.8,3.0,3.2,3.4
MSP-IMPROV-S06A-M05-S-MF04,How are you?.,N,3.2,3.0,3.4,3.2
MSP-IMPROV-S06A-M05-S-MF05,That's why do you have to figure out we are you have a concert to go to?.,A,2.2,2.8,3.2,3.4
MSP-IMPROV-S06H-F01-P-FM01,Is all the schedule for Wednesday?.,H,3.8,3.8,2.6,2.8
MSP-IMPROV-S06H-F01-P-FM02,I know I'm so excited for you..,H,4.0,3.2,3.2,3.4
MSP-IMPROV-S06H-F01-P-MF01,We're gonna go to the zoo for my birthday right..,H,4.0,3.333333,3.5,3.5
MSP-IMPROV-S06H-F01-P-MF02,I'm so excited..,H,2.6,2.2,3.8,3.6
MSP-IMPROV-S06H-F01-P-MF03,he.,H,4.4,3.8,3.4,3.8
MSP-IMPROV-S06H-F01-S-FM01,"I know you doing, so happy for you..",H,4.875,2.125,3.875,3.875
MSP-IMPROV-S06H-F01-S-MF01,So were gonna go to do for my birthday right..,H,4.2,4.4,3.0,2.6
MSP-IMPROV-S06H-F01-S-MF02,I'm so excited..,H,5.0,1.8,4.2,3.2
MSP-IMPROV-S06H-F02-P-FM01,Schedule OK..,H,3.571429,3.571429,3.142857,3.714286
MSP-IMPROV-S06H-F02-P-MF01,Hey..Anything this weekend is my birthday..,N,3.857143,3.285714,2.428571,3.857143
MSP-IMPROV-S06H-F02-S-FM01,"Don't worry. I know it's your birthday, it is all the plans since Wednesday..",H,4.0,3.8,3.0,2.4
MSP-IMPROV-S06H-F02-S-FM02,Don't worry. I know you're excited for your birthday..,H,4.4,4.2,4.0,3.4
MSP-IMPROV-S06H-F02-S-MF01,"Hey um, it's almost my birthday as I'm here doing anything this weekend. I was thinking. Maybe we can go to the zoo..",H,4.0,3.6,3.6,3.2
MSP-IMPROV-S06H-F03-P-FM01,That's alright..You guys are happy with it..,H,1.875,3.125,3.0,3.25
MSP-IMPROV-S06H-F03-P-FM02,Open field is it gonna take you..That cool..,H,4.714286,1.571429,4.428571,3.571429
MSP-IMPROV-S06H-F03-P-MF01,What's good make sure you get it right? Yeah..,H,3.875,4.125,3.125,4.125
MSP-IMPROV-S06H-F03-P-MF02,You know the sale..,H,4.428571,2.571429,3.857143,3.857143
MSP-IMPROV-S06H-F03-P-MF03,So is my birthday..,H,3.333333,3.833333,2.666667,3.833333
MSP-IMPROV-S06H-F03-P-MF04,Get to go..,N,3.0,4.4,2.4,3.4
MSP-IMPROV-S06H-F03-P-MF05,Get to go OK cool..,N,3.0,4.0,2.6,4.2
MSP-IMPROV-S06H-F03-P-MF06,"Be happier jezior, we're going to the zoo for God sake..",H,3.166667,2.833333,3.5,4.166667
MSP-IMPROV-S06H-F03-P-MF07,With a happy face..,N,3.428571,4.285714,2.714286,3.285714
MSP-IMPROV-S06H-F03-P-MF08,OK..,H,4.4,2.6,3.6,4.0
MSP-IMPROV-S06H-F03-S-FM01,So Alan the big birthday coming up..,H,4.6,2.4,4.1,3.9
MSP-IMPROV-S06H-F03-S-FM02,"Yeah, I mean, this weekend so you got any big plans are..",H,4.0,3.2,3.4,3.0
MSP-IMPROV-S06H-F03-S-FM03,Zuya. I remember.,H,3.0,3.375,3.0,3.75
MSP-IMPROV-S06H-F03-S-MF01,"Oh, I'm so excited I can hardly wait for this weekend..",H,4.571429,2.714286,3.428571,4.0
MSP-IMPROV-S06H-F03-S-MF02,"Oh, I definitely wanted to go to the zoo I wanted..",X,3.2,3.6,2.4,3.0
MSP-IMPROV-S06H-F03-S-MF03,"Yeah, I wanted to see if you guys wanna go with me..",N,2.857143,2.857143,3.142857,3.285714
MSP-IMPROV-S06H-F03-S-MF04,You did say it..,H,4.4,2.4,4.1,4.1
MSP-IMPROV-S06H-F03-S-MF05,I know I'm so excited for this weekend..,H,4.666667,2.0,4.333333,4.166667
MSP-IMPROV-S06H-F03-S-MF06,"Oh, it's gonna be big man I really wanted to go to the sale..",H,4.166667,3.333333,3.833333,4.0
MSP-IMPROV-S06H-F03-S-MF07,"Yeah, I was gonna see if you guys were gonna come with me..",N,3.0,3.0,2.2,3.8
MSP-IMPROV-S06H-F03-S-MF08,I know I'm so excited for this weekend..,H,4.833333,2.5,4.166667,3.833333
MSP-IMPROV-S06H-F03-S-MF09,I will you know I did kinda wanna go to the zoo here?.,H,3.833333,3.333333,3.166667,3.833333
MSP-IMPROV-S06H-F03-S-MF10,"Yeah, I'm glad to hear it. So when you gonna come with me..",H,3.8,3.0,3.4,3.4
MSP-IMPROV-S06H-F04-P-FM01,it is a bigger hung it.,H,3.857143,3.0,3.571429,5.0
MSP-IMPROV-S06H-F04-P-FM02,You love you..,H,4.4,3.8,3.2,4.8
MSP-IMPROV-S06H-F04-P-FM03,the.,H,4.4,4.0,2.8,5.0
MSP-IMPROV-S06H-F04-P-MF01,say.,H,4.6,2.8,3.8,4.6
MSP-IMPROV-S06H-F04-S-FM01,Wow..Wednesday so..,H,4.4,3.8,3.2,3.6
MSP-IMPROV-S06H-F04-S-FM02,Wow..,H,2.333333,3.111111,3.25,3.222222
MSP-IMPROV-S06H-F04-S-MF01,So since my birthday and I kinda really wanted to..,H,3.125,3.75,2.75,3.5
MSP-IMPROV-S06H-F05-P-FM01,he is a banskian when day.,N,3.4,3.8,2.0,2.6
MSP-IMPROV-S06H-F05-S-FM01,Yeah..,H,4.666667,2.5,3.666667,3.666667
MSP-IMPROV-S06H-F05-S-FM02,Hello..,H,4.333333,2.666667,3.666667,3.0
MSP-IMPROV-S06H-F05-S-FM03,We should have a party at this..,H,5.0,2.0,3.8,3.6
MSP-IMPROV-S06H-F05-S-FM04,I know you love elephants..,H,4.4,2.8,3.8,3.6
MSP-IMPROV-S06H-F05-S-FM05,By the way I got your tickets..,H,4.5,3.0,3.333333,3.5
MSP-IMPROV-S06H-F05-S-FM06,It is all been scheduled since Wednesday..,H,4.8,2.0,4.0,4.0
MSP-IMPROV-S06H-F05-S-FM07,I know you love elephants..,H,4.75,2.5,3.75,3.625
MSP-IMPROV-S06H-F05-S-FM08,Is it next week?.,H,4.6,2.6,3.6,3.8
MSP-IMPROV-S06H-F05-S-FM09,I love how you love elephants..,H,4.4,3.0,3.8,2.8
MSP-IMPROV-S06H-F05-S-FM10,I got us tickets to the zoo..,H,4.571429,2.142857,3.857143,3.428571
MSP-IMPROV-S06H-F05-S-MF01,Guess what's next week..,H,5.0,2.5,4.166667,4.166667
MSP-IMPROV-S06H-F05-S-MF02,"Yeah, that's why do you want?.",H,5.0,1.2,4.6,4.2
MSP-IMPROV-S06H-F05-S-MF03,Really?.,H,4.4,2.4,4.2,3.8
MSP-IMPROV-S06H-F05-S-MF04,I love platypi..,H,4.555556,3.0,3.666667,3.0
MSP-IMPROV-S06H-M01-P-FM01,"Hey, are you going to the zoo..",X,3.714286,3.142857,3.428571,3.571429
MSP-IMPROV-S06H-M01-P-FM02,Love you..,H,3.833333,3.333333,2.833333,2.5
MSP-IMPROV-S06H-M01-P-MF01,Day..,N,2.6,4.0,2.6,3.0
MSP-IMPROV-S06H-M01-P-MF02,"Yeah, totally it is all been scheduled since Wednesday..",N,2.8,3.8,3.8,3.2
MSP-IMPROV-S06H-M01-P-MF03,Now..,H,3.4,3.4,3.0,3.2
MSP-IMPROV-S06H-M01-S-FM01,Hey sorry going to the zoo..,N,3.285714,3.857143,3.0,3.428571
MSP-IMPROV-S06H-M01-S-FM02,Awesome I love the zoo..,H,4.2,3.0,3.4,2.4
MSP-IMPROV-S06H-M01-S-FM03,What's the Ranga Tang first?.,H,4.0,2.857143,3.0,3.285714
MSP-IMPROV-S06H-M01-S-MF01,"Alright well, let's get ready..",H,3.6,4.0,2.8,3.0
MSP-IMPROV-S06H-M02-P-FM01,he had eyes britain.,H,4.0,3.8,2.4,4.2
MSP-IMPROV-S06H-M02-P-MF01,he.,H,3.8,3.2,2.6,4.4
MSP-IMPROV-S06H-M02-P-MF02,"Yeah, yeah, yeah..",N,3.166667,3.833333,2.166667,3.833333
MSP-IMPROV-S06H-M02-P-MF03,"Yeah, this is practice..",H,3.714286,4.0,2.428571,4.285714
MSP-IMPROV-S06H-M02-P-MF04,We are going to the zoo..,H,3.8,3.0,2.8,2.4
MSP-IMPROV-S06H-M02-P-MF05,Don't worry..,N,3.0,3.4,2.8,2.6
MSP-IMPROV-S06H-M02-S-FM01,Heyzer gonna go to the zoo this weekend right and everything going good..,H,4.0,2.8,2.8,4.4
MSP-IMPROV-S06H-M02-S-FM02,You gotta go to do this weekend everything ready then going good..,H,4.0,3.0,2.8,3.4
MSP-IMPROV-S06H-M02-S-MF01,"Yeah, don't even worry..",N,3.2,3.4,3.0,3.2
MSP-IMPROV-S06H-M03-P-FM01,we then though the .,N,3.0,3.8,3.4,3.6
MSP-IMPROV-S06H-M03-P-MF01,Yeah..,H,4.0,3.5,3.25,4.25
MSP-IMPROV-S06H-M03-P-MF02,Happy..,N,3.2,4.4,2.2,4.2
MSP-IMPROV-S06H-M03-P-MF03,The big thing down at the same time..,H,3.833333,3.666667,3.333333,4.5
MSP-IMPROV-S06H-M03-P-MF04,had a very affecting in a.,H,4.0,3.8,3.4,4.4
MSP-IMPROV-S06H-M03-S-FM01,I'm out so soon..,H,4.2,3.0,3.4,4.4
MSP-IMPROV-S06H-M03-S-FM02,"Yeah, I was thinking about like I told you I wanted to go to the zoo right..",N,3.6,4.0,3.2,3.2
MSP-IMPROV-S06H-M03-S-FM03,"Yeah, yeah, I would you do that?.",N,3.5,3.833333,3.0,3.333333
MSP-IMPROV-S06H-M03-S-MF01,"Your birthday is coming up, you know..",H,4.375,3.375,3.875,3.875
MSP-IMPROV-S06H-M03-S-MF02,What do you wanna do for you have any plans anything?.,N,3.875,3.5,3.375,4.125
MSP-IMPROV-S06H-M03-S-MF03,Yeah..,H,3.5,3.0,3.5,2.833333
MSP-IMPROV-S06H-M03-S-MF04,"Well, it's all been scheduled since Wednesday..",N,3.4,4.4,3.0,4.4
MSP-IMPROV-S06H-M03-S-MF05,"Yeah, right..",H,4.0,3.666667,3.833333,4.666667
MSP-IMPROV-S06H-M03-S-MF06,Your birthday is coming up..,H,3.8,3.4,3.0,4.0
MSP-IMPROV-S06H-M03-S-MF07,"Yeah, yeah, I got any plans..",H,2.8,5.0,2.0,3.2
MSP-IMPROV-S06H-M03-S-MF08,Oh yeah..,H,4.0,3.6,3.6,4.2
MSP-IMPROV-S06H-M03-S-MF09,It is all been scheduled since Wednesday..,N,2.8,4.2,3.0,3.0
MSP-IMPROV-S06H-M03-S-MF10,Who did the birthday coming up?.,H,3.714286,3.142857,3.714286,4.0
MSP-IMPROV-S06H-M03-S-MF11,Yummy plans..,H,4.0,3.4,3.0,3.8
MSP-IMPROV-S06H-M03-S-MF12,I'll let you know..,H,3.2,4.0,2.6,3.0
MSP-IMPROV-S06H-M04-P-FM01,he .,S,2.0,5.0,1.6,3.4
MSP-IMPROV-S06H-M04-P-FM02,You love this Dick..,H,3.8,3.4,3.8,3.6
MSP-IMPROV-S06H-M04-P-FM03,I love the zoo..,H,4.2,3.0,3.4,4.0
MSP-IMPROV-S06H-M04-P-MF01,Normal schedule..,S,2.0,4.25,2.625,3.875
MSP-IMPROV-S06H-M04-P-MF02,he.,H,4.6,2.4,3.8,5.0
MSP-IMPROV-S06H-M04-S-FM01,"Well, I know you know who's birthday is coming up and I just wanted to let you know that certain someone might wanna go to the zoo everyday for the next week..",H,4.2,3.2,4.0,3.8
MSP-IMPROV-S06H-M04-S-FM02,"Well, I know you know what someone's birthday coming up and I just wanted to let you know that certain someone might wanna go to the zoo a couple of times..",H,4.2,2.0,3.6,1.8
MSP-IMPROV-S06H-M04-S-MF01,Don't worry about it one bit..,N,3.285714,3.714286,3.142857,3.714286
MSP-IMPROV-S06H-M05-P-FM01,i live of the bat and ethel.,H,4.2,3.0,3.6,3.8
MSP-IMPROV-S06H-M05-P-FM02,i opinionate it's.,H,4.833333,2.166667,3.5,4.666667
MSP-IMPROV-S06H-M05-P-FM03,OK..Oh..,H,4.6,2.6,3.8,4.6
MSP-IMPROV-S06H-M05-P-MF01,"Oh, God..",H,3.857143,2.571429,3.0,2.714286
MSP-IMPROV-S06H-M05-S-FM01,They were having..,H,3.8,3.6,2.4,2.4
MSP-IMPROV-S06H-M05-S-FM02,So is my birthday..,H,4.571429,2.714286,3.714286,4.142857
MSP-IMPROV-S06H-M05-S-FM03,To do something..,H,3.666667,4.0,2.166667,4.333333
MSP-IMPROV-S06H-M05-S-FM04,I love money..,H,4.166667,3.166667,3.5,3.666667
MSP-IMPROV-S06H-M05-S-FM05,"I love Alan, is already..",H,4.375,3.875,3.333333,3.0
MSP-IMPROV-S06H-M05-S-FM06,I love the gods..,H,4.6,2.6,3.8,3.6
MSP-IMPROV-S06H-M05-S-FM07,Oh my God..,H,4.0,2.166667,3.166667,3.833333
MSP-IMPROV-S06H-M05-S-FM08,If they were having..,H,4.6,4.0,3.0,2.6
MSP-IMPROV-S06H-M05-S-FM09,So it's almost there..,H,4.166667,3.0,3.333333,3.0
MSP-IMPROV-S06H-M05-S-FM10,"Yeah, its coming up soon and we should do something for it..",H,4.0,2.6,3.2,3.4
MSP-IMPROV-S06H-M05-S-FM11,I lover..,H,4.125,3.5,3.625,4.375
MSP-IMPROV-S06H-M05-S-FM12,I love the kids do this year old..,H,4.142857,3.142857,3.285714,3.428571
MSP-IMPROV-S06H-M05-S-FM13,I love Wednesday..,H,4.2,1.6,4.2,3.4
MSP-IMPROV-S06H-M05-S-MF01,It's your birthday..,H,4.4,3.0,3.2,3.2
MSP-IMPROV-S06H-M05-S-MF02,You told him a party planned at the zoo..,H,4.0,2.857143,3.714286,3.142857
MSP-IMPROV-S06N-F01-P-FM01,on canada.,N,3.0,4.8,1.4,3.8
MSP-IMPROV-S06N-F01-P-FM02,"Can say Hey? Did you ever schedule that meeting?.Oh, that one..It is all the schedule for Wednesday..",N,3.0,4.8,1.8,2.8
MSP-IMPROV-S06N-F01-P-MF01,i i you remember i set up that moving with the client.,X,2.6,3.8,2.6,4.0
